anon_id,label,split,duration,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_0_std,mfcc_1_std,mfcc_2_std,mfcc_3_std,mfcc_4_std,mfcc_5_std,mfcc_6_std,mfcc_7_std,mfcc_8_std,mfcc_9_std,mfcc_10_std,mfcc_11_std,mfcc_12_std,pitch_mean,pitch_std,jitter,shimmer,voiced_fraction,spectral_flatness,noise_floor_db,digital_silence_ratio,rms_db_mean,rms_db_std
call_018c9d3823ac,synthetic,train,2.68,-40.39186996821664,-2.115354523554806,-1.7177574068377899,-1.5139164376378098,-4.204274018058355,-1.4791738612456005,-2.1894039586852694,0.11414430907269604,-2.4524064922319346,-0.5517678652020233,-1.4223726585327046,-1.194203895168377,-1.1813111200389845,18.294684127444533,3.6369007782500717,3.5953684332839093,2.1707289305225888,3.3939202165672757,1.9150992205145954,2.174275868417874,1.5568462289992024,1.7042400639324466,1.4617156162077347,1.1686455759789693,1.159365054901417,1.0270595007536296,155.81651372122448,53.66546947875985,0.08769548800623257,0.1486768853324131,0.5676691729323309,0.33794567627039723,-48.00340066245596,0.0018190298507462686,-21.39988001642028,16.756589115456794
call_01bf49059daf,synthetic,train,11.8,-44.46575568384801,-2.958472307583973,-4.782940747667885,-4.8042918096789755,-7.260784965303441,-0.6859841724490972,-3.187105894938131,-1.4464697340372759,-2.124088002263936,-0.820769310861376,-1.4591438379338455,-0.17079048601666705,-0.1143422271395554,10.451404423274596,3.315020888445736,3.8511232234329453,2.264286925811794,2.519569804139381,2.251054156054016,1.9797468175540998,1.9174691561793697,1.5877281802635235,1.4577339646327974,1.1777610671812226,1.3104475940951787,1.3534659731883072,230.59428047578479,29.905883846003636,0.023033920070167618,0.13719823118551025,0.599320882852292,0.2512295113812695,-36.3100857267952,0.0,-22.28854863997006,9.953909132665114
call_01bf49059daf,synthetic,train,7.72,-47.43473645635058,-2.0714669745788568,-4.313761211284987,-4.959538178164456,-6.457030141494101,-1.1656086595662598,-2.8225916244612304,-1.4581751582284765,-2.218070665848119,-0.7480411191798367,-1.2731817391345823,-0.3213712640343174,-0.028589265381854422,12.913221895986306,3.1852340881881522,3.6414162953365774,2.733485321221262,2.845166307893636,2.3532076939377857,1.893709800535689,1.7658955673810754,1.794420247962258,1.4684481403942282,1.2547727047760409,1.4836500542137137,1.4497878227674896,231.99323006326935,33.00862224067642,0.018065952425307143,0.12364318394698891,0.5987012987012987,0.2458638573346745,-45.32487231681392,0.00027525906735751293,-24.428736844581397,13.038882190364824
call_01bf49059daf,synthetic,train,6.1,-46.411269541437356,-2.4338659867626156,-4.657205574324673,-4.760792691840397,-5.5297638622823495,-1.6793612021889894,-3.0555265288336293,-1.3490390399230308,-2.2829968746469738,-0.6785534747676384,-1.3791403964966094,-0.17843222289720348,-0.04665275883638018,12.939909628306983,3.610896602259499,4.098525416815193,2.756534439032646,2.633526384242978,2.5206837895162426,1.4708962427465502,1.9029518920285298,1.6762830444200343,1.3979984519605624,1.1781283370854811,1.2286620998145261,1.3433067692789034,238.24320560010818,24.383219246227032,0.01973950976718265,0.12882612095922832,0.5953947368421053,0.2552189910936662,-40.64375393291523,0.0,-23.44835788990424,12.932731354024918
call_01bf49059daf,synthetic,train,6.16,-42.15872539758779,-2.6429954531951854,-4.91162888540124,-5.041877555313607,-7.035489921364363,-0.6402188693145459,-2.2476055869383225,-1.3944602558345074,-2.454013401280015,-0.9357380498262465,-1.3622759354763463,0.14268104946693022,0.02565381632100501,12.258839117928222,3.5980953174937977,3.823278278197953,2.335514235807508,2.647102153391156,2.4813113766366524,1.906968389851394,2.1649855214141094,1.5160733899782621,1.5715262076115746,1.2240943916029936,1.3297552451735204,1.3531783774575927,228.02236014582692,27.414846558839503,0.016474892204588573,0.12270840953536666,0.5993485342019544,0.2341136109492061,-34.98606890979742,0.0,-19.78973672809934,11.73500785533177
call_01bf49059daf,synthetic,train,12.14,-46.64158103870289,-1.235078766233329,-5.695530007407214,-3.9662005981853388,-5.377985935695315,-1.3675345362433144,-2.7231654893639234,-1.838035374583747,-2.3541054383883417,-0.6338570290313685,-1.750423131591754,-0.8676454542349493,-0.8441914623065818,11.507675526164066,3.5010261751293568,3.787726627413473,2.4611848195459034,2.7400837243546112,2.2846535680391513,1.8432285859926851,1.9445844671180899,1.475653280433636,1.61534577116897,1.2134021346612465,1.2424541604982495,1.213100030692197,205.8794903763244,29.263584315465867,0.027996715927750417,0.1459446286488507,0.599009900990099,0.2451923906717871,-41.07899287639474,0.000607495881383855,-25.04788045947136,10.68371617272773
call_01bf49059daf,synthetic,train,3.18,-46.38036067792819,-0.024734985743322564,-4.819561136728325,-5.347715014982352,-6.088904094716942,-1.679256417695281,-3.0894946618942454,-1.1536205877135943,-1.4066170054846276,-1.1317926520725832,-1.7051513795179767,-0.8136051700221397,-1.0736642461804933,9.411554585080205,3.009612840504144,3.4301990552427353,2.4621909158886637,2.7095007740205665,2.139943734190626,1.5070635445708538,1.8301281137013503,1.7024580095086184,1.41577335657809,1.2514430592160681,1.1209985154689688,0.8527201460909632,207.8207003075194,23.413060473103688,0.027903944487357092,0.14670771978909372,0.5917721518987342,0.2110984294111117,-35.0800722990717,0.0,-22.849838406999446,8.784939935914045
call_01bf49059daf,synthetic,train,4.16,-43.29387347473818,-2.387719758711062,-5.46679838870265,-4.3598725288441695,-5.608361301898857,-0.9123930763567571,-2.365303522701536,-1.7666673952457648,-2.5143464585642676,-0.8387375711155945,-1.445363082830949,-0.4467887879289766,-0.5476254496988726,14.566318602060509,3.8862246064559285,3.7557967623139024,2.2200627274057845,2.8938730244544195,2.263668781198024,1.9472040001000408,2.0554573912544756,1.5425146304041377,1.51470315436804,1.2018360105452075,1.3241779626108559,1.1933553720268613,217.35919160610894,28.547604157218228,0.03308552675641284,0.1352729817151549,0.5966183574879227,0.267451138788106,-41.71965231185381,0.000811298076923077,-21.774432166553296,13.126016958016562
call_01c3806808d6,synthetic,train,4.5,-44.06753121309026,-5.35498808529477,-6.7842216881078965,-5.169840288394119,-5.682093984928593,0.18041610341982756,-2.5209420421417406,-0.9785728834391328,-2.824862743491574,-0.09510099192426047,-1.3105327077572628,0.42848577964977336,0.03529317863532052,13.90561388572108,4.9149966909389855,4.736852498899472,2.774368253853093,2.471517339373935,2.2283306640643423,1.8333711472956244,1.9042526721824504,1.3838719821702465,1.5506071567457846,1.621912272758067,1.8317741269262258,1.331929237866515,246.6597414300847,50.630371792202695,0.06652373392688608,0.17242657508857526,0.5982142857142857,0.28653459552969557,-41.42782004604143,0.0,-23.21922726874501,11.326722571660047
call_01c3806808d6,synthetic,train,2.16,-40.54583397847017,-5.415586516005094,-6.804655101062102,-5.719065520001355,-5.330313269433007,0.33866381683635666,-2.5254030305894437,-0.32599605222476946,-3.3266378562877303,-0.4078642621912157,-1.6616049581279133,0.11733395681461485,-0.370652799983561,13.54192957298694,4.991667328300325,4.715867298249503,2.7288828620129526,2.5673653244112313,2.1833092461088857,1.9856002929064507,1.9363308887537418,1.3319656728153086,1.5091698352453071,1.4570389510793003,1.4375929536408065,1.246857031494531,231.96725648123643,47.82734860388968,0.05798171294354499,0.09703497122613412,0.5981308411214953,0.29281893944112924,-39.76748699894159,0.0,-21.027953366670584,11.005980040175888
call_01c3806808d6,synthetic,train,5.78,-55.05409277419812,-6.935219847598571,-6.726508357929544,-6.285828415019002,-4.024262219671995,0.3339552807427068,-1.9389892241636761,-0.5122496589650282,-1.871426177043222,0.398388185633256,-0.17043624475545066,1.405052448880897,0.2824651882457081,21.786701095264526,5.318530193227525,4.180427323459996,2.8595767907106078,2.922340374726497,2.4143155686309563,1.8802508946980179,1.6763551632221574,1.616449372527589,1.7279003556486972,1.8354902037090821,1.7984623095501076,1.7886143190681658,287.7728709008427,66.93612787671852,0.07192133467150871,0.14804293018927714,0.5885416666666666,0.32146478380832894,-67.93365345987176,0.0022707612456747406,-32.49457905293751,20.88572741569629
call_01c3806808d6,synthetic,train,7.6,-48.467931066303244,-5.122986284310407,-6.549832324346192,-6.384801065692203,-4.263896372942293,0.29212219300515535,-2.3922090872038493,-0.3169410555957355,-2.578516528983669,-0.4156542445925985,-1.2100867126201582,0.39263830523871635,0.033076977113984544,18.916615079244497,5.061938636038184,4.435239246911186,2.9699191016734194,3.1887373058194157,2.1448972588910067,1.876494056798052,1.8036090851283548,1.527008551219449,1.5015557720335169,1.2759628325066534,1.397949079231466,1.4516132941421762,241.736750852533,52.583308458805185,0.046613515372271326,0.14234176305932422,0.5936675461741425,0.2899760725616397,-55.79244817497575,0.00018092105263157896,-27.03691733269325,17.875652294433774
call_01c3806808d6,synthetic,train,1.5,-43.720233234734245,-4.480182426581275,-5.894022043859479,-5.035023213413774,-5.739348987984263,0.16454325924339908,-2.4047901730704253,-0.3546326309593231,-3.028429857136112,-0.14180978552306017,-1.9357842170739372,-0.20307414730689444,-0.8282285363715357,13.679756596452862,5.490338776029437,4.031858884840468,2.9561639641153095,2.010757027379618,2.4621173456849164,1.7247396601599427,1.9492769459235766,1.4416896217326969,1.6909197576992607,1.190756433181972,1.1396524257638463,1.148280931634808,191.60630352424653,44.687860119699124,0.04755621274310231,0.1436753816187424,0.5945945945945946,0.30868630950446274,-43.46808525455504,0.0,-24.453685738585904,10.798131109157723
call_0294f969f98b,synthetic,val,2.92,-43.62359913923099,-1.4911940205270957,-2.1074627727680366,-0.1498691219582997,-3.7244523670747576,-0.6683975302692496,-2.113654784752493,-0.7040089717629532,-1.3967991138280877,-1.865668389305635,-1.5969069857515537,-1.5881284452703164,-1.462241430229405,15.518641051536925,4.649407324743535,4.546935061766364,2.859671424969077,2.933554085793238,1.7807053539279463,2.7944337328962985,1.547103500434447,1.5927439398683607,1.5580956137822872,1.1711542421372731,1.5055706794600328,1.0513238362394781,145.05480414426384,48.922219142014605,0.06331709782111913,0.11334531065300668,0.5620689655172414,0.27445734034471325,-42.82366375819491,0.0,-22.78348195589208,13.741928858804823
call_0294f969f98b,synthetic,val,2.84,-42.72992951990183,-2.3287631384662357,1.025149492646354,-1.1160623896684514,-3.245624502353059,-0.5433340188154863,-2.652594936771161,0.05961372297911677,-1.1852916949723071,-0.7873637531081636,-1.737368870092686,-1.2901263235552989,-0.9774530845801194,12.285365788848678,5.551478498431594,4.2557796050110595,3.2381606219649073,3.289359992498226,1.6514654230295216,2.0938933339215957,1.3376007672377432,1.2581144049847417,1.3648282799645775,1.0338939345318439,1.3505407351264347,1.0723294596952249,133.08702621154012,51.34233943219274,0.06915958756731881,0.09667593130296115,0.5851063829787234,0.3044591003443673,-37.70818914537586,0.0,-21.3156706763072,11.112302466902722
call_0294f969f98b,synthetic,val,1.7,-34.49758303981135,-2.9765482760247166,-3.043827110212588,-2.9038861027762386,-3.344945237192174,-1.4353774916665407,-3.581887271527838,-0.020820854077271585,-1.4700594250395589,-1.5123137408257545,-2.1305848142711254,-1.5536855816935253,-1.2658363783442717,10.82852611605893,4.224604848221439,3.645310250203068,4.224088942791454,2.644787349619912,1.7729851904850256,2.3475196871328463,1.9053047564915304,1.6169634178763297,1.642627287747053,1.56427313698164,1.5232559122939648,1.179295451016968,161.3136845224495,42.88297965929371,0.08204271362166096,0.09016346910623123,0.5952380952380952,0.31706868313961745,-31.14198977764283,0.0,-16.09020501673796,8.897248082131531
call_0294f969f98b,synthetic,val,3.84,-47.70659041376202,-2.6975413592950805,-0.4231195887861217,-0.9388223047707834,-3.9862314033033415,-0.8254574613296134,-2.4613915826183375,-0.7344672541482362,-1.2967036242699064,-1.418689966690178,-1.8639680302051005,-1.7573595812914773,-1.327580875177047,19.16918255485487,5.108312265500482,3.8505676868095375,2.46788751059119,3.2652764536281556,1.7192803782974675,1.9334149529917384,1.3382566609732562,1.623513651352745,1.4292263473170965,1.0219657932697928,1.4069275802821608,1.0950485822367895,142.58893650703553,42.36815252016575,0.054138571756953496,0.10974132105287324,0.5785340314136126,0.3124896847741718,-58.15774392600792,9.765625e-05,-26.101286028358857,18.473434795720873
call_02c249d2f89d,synthetic,train,5.18,-47.705838269936734,2.673644880312573,1.6698679435924286,-0.07580984077623136,-3.3277280235570097,-1.812113992001231,-1.8505522155722114,-0.43486940214665903,-0.35668725614143965,-0.878711569431288,-1.2715484167673041,-1.011082213216626,-1.1562416589139375,13.087853162791127,4.283400816888203,3.36533028071206,2.6732935449762474,1.9626205048672412,1.4851423429301414,1.6230071732102012,1.8306541477888498,1.4344647389606624,1.5425084022565112,1.186703726399984,0.9167654270364457,0.9339856538703593,110.75455980001361,21.309321803201076,0.03858741653343368,0.0942268820562512,0.5542635658914729,0.2066455704913934,-38.66259392021425,0.0035955598455598456,-21.910903603775587,11.386274955357093
call_02c249d2f89d,synthetic,train,1.54,-41.462550245124255,1.0308303717670302,0.43874646528589384,0.4819367813767655,-3.5024836028909183,-1.3576019166101563,-1.6612961978037126,-0.033814465304257524,0.0034377233208370945,-0.7878930448828503,-1.3817996725701367,-0.7892572062896114,-1.1129067922081628,11.850781979383726,5.200771813923805,3.007973012571758,2.545119524444638,1.9377679528716107,1.2861219684763987,1.3688855561558044,1.6272672830442803,1.7413244604387093,1.6409057048054012,1.340793277195467,0.9753668939778278,0.9499961989607789,103.10258304913357,16.02984092270902,0.03587673176431314,0.09563108745435138,0.5,0.23629730221156958,-35.867694326868815,0.0,-19.053535705351113,10.00435872535993
call_02c249d2f89d,synthetic,train,2.7,-41.535487348225196,0.7936741698729376,0.9691209252713252,0.32819649239287096,-4.083599676660391,-1.9420993260289778,-2.3610034748290385,-1.1804174144806217,-0.9149449851977763,-1.2086064400803163,-1.4854736042530874,-1.0028016562134576,-1.7744044137750392,12.423058115356232,4.284245363183555,3.5417260986396353,2.141755063836487,2.499869210843111,1.7516184385401805,1.5612098124307223,1.7235834803911736,1.3906456913782168,1.2988620822136119,1.0448283132024292,1.1148108778379482,1.177504734292383,130.28206534311522,29.746759014285534,0.03182088575975608,0.0806078917393432,0.6007462686567164,0.23781760517437459,-34.75580880068097,4.6296296296296294e-05,-17.490281678447836,10.692092095406995
call_02c249d2f89d,synthetic,train,3.7,-49.90777986510484,-1.1044431136617554,2.407812304019342,0.4121177937046422,-3.887319483368745,-1.532130132334727,-2.1450766533619015,-0.5791192083307211,-0.5844031673062422,-0.6349004844965515,-1.2101409239846914,-0.971560075204981,-0.9471520282648769,13.947654961727519,6.772838917918188,3.2905611021220906,2.3760383935209495,2.7931605647461155,1.4834791938390108,1.4081434229691123,1.5240855094548074,1.5049046939232513,1.5379929564408754,1.387319536726417,1.18357035686906,0.9301262184956798,126.23078984081447,49.48887829118512,0.071282981990786,0.11007704368108086,0.5380434782608695,0.2450526175395165,-45.30957099266775,0.00010135135135135135,-25.471033184352347,14.876919662844676
call_02c249d2f89d,synthetic,train,2.96,-52.049624542615504,-1.0166687844033635,2.890776663388754,1.1233803103811009,-3.471531419741733,-1.125574168544747,-1.6180168564496542,-0.752398862578997,-0.3682190198130529,-0.5984124000026202,-1.0927265652056495,-0.717004091321839,-1.212891902564467,16.712781953012378,5.613618587834767,3.5524339058839822,2.6172464207471315,2.494194791751081,1.6485164650928925,1.4449363510519306,1.6246483820506339,1.1838888742845788,1.2589333039373989,1.0027700334649947,1.0666410284662295,0.9867234264600575,108.98217633105455,30.005458269702075,0.05145753326085426,0.13707869382735002,0.5204081632653061,0.280448145578402,-59.48257045216595,0.0025760135135135137,-26.755649264227834,18.18543007735877
call_02c249d2f89d,synthetic,train,3.58,-52.58583985399412,-0.48301881679447667,2.7980133951464614,-0.004413098787389703,-3.3774367641571823,-1.4713844265677336,-2.1081438546708813,-0.287631567500008,-0.33793221912733906,-0.6765318472084367,-1.0608248449609656,-0.7901148988735287,-1.2215333054769517,13.281693695532871,6.391139462326581,3.6169680103799493,2.8703145869577895,2.182842149637856,1.5509825676702476,1.471539734116884,1.5919716823778685,1.3645485695344821,1.4899464727780465,1.152078138355699,1.0378716701782145,0.9773889747384018,109.37873458673619,36.082035507022944,0.043922269886714924,0.0977413420610441,0.5533707865168539,0.24777381970780527,-43.76461594775468,0.0,-27.34321914734865,14.159958989808837
call_02c249d2f89d,synthetic,train,1.8,-49.48315436120778,-0.09211163478551468,0.349253540257509,0.2767314370550961,-4.040436010698486,-1.3557784717925856,-1.567822065829091,-0.20411257179577244,-0.384334976099567,-1.0443431605312428,-1.2124542118871144,-0.5332411128729163,-1.2711885871706052,17.42209516492016,5.942650200591196,3.131379637197179,2.5254671925927035,2.332337375094331,1.411057447591144,1.3738620533023578,1.7680664297006459,1.0972692081319506,1.7726622089230406,1.2586673881777997,0.9224835615923522,0.9487789106443603,113.88341719837788,39.87733094037051,0.049564852592787596,0.08806484732835175,0.5786516853932584,0.28203240247462724,-62.0727300049233,0.0,-26.324875563635157,17.964731887022396
call_02d28871d7b3,synthetic,train,8.34,-48.18084093088306,-4.809592497950698,-4.530643507435421,-3.5561289571313486,-6.7770336166400496,-1.2876050686737712,-3.3302218568255313,-1.7051589093211388,-2.3778915635307,-0.3619726658891089,-0.11044411917421991,0.4818319401481887,1.0002898193453458,16.43135559830913,4.234867530371341,4.404604265433156,2.147308652842677,2.6099034458560286,2.2961948396341265,2.1072098619416546,1.8855830808702325,1.4647421151541804,1.646848403981332,1.4853946543382925,1.819784669788645,1.8413563627120793,266.0115005682609,40.951348818633996,0.02140667704549385,0.11567831260028211,0.5997596153846154,0.2643385135310669,-52.92856299036287,0.0,-24.96849527270126,17.116557283145415
call_02d28871d7b3,synthetic,train,1.94,-48.23375152137542,-5.699116811273058,-4.114593444022058,-2.3430478772929515,-6.5384987937826,-1.5150591134153617,-3.1239390361493236,-1.935426018460532,-2.775655063958471,-0.49767543630269206,-0.5556677157307276,0.17159468535872893,0.5091281511689978,19.04281313905008,4.2592182869090465,4.698224418241291,2.180430778756178,3.11644419788839,2.228430462950645,2.12929945168232,2.034649644617388,1.6657936522773753,1.5888795154044937,1.473137977647409,1.5271615246512245,1.524405452263091,247.51347810653505,33.051019571711294,0.021381189291637064,0.13291475962949975,0.59375,0.297193054590759,-56.56196864787816,0.0,-26.898964439808186,19.421823495732458
call_02d28871d7b3,synthetic,train,3.2,-52.41965479504017,-5.334529087127487,-5.147823288476755,-3.1622260069342145,-6.064319475597822,-1.651475244229424,-3.053462725897497,-1.2162278990243733,-2.082563693681771,-0.5759864841685258,-0.6007158713304707,-0.18224788399946215,0.14405851666003108,18.56640743216732,5.286711547639631,3.7261498983032535,2.567509179319284,3.157013917055445,2.188941598621649,1.6922722216939283,1.903458374284372,1.39276758290405,1.5392761517362328,1.1004033711955714,1.1888488421409364,1.4440315876815184,238.0052108599683,26.863496564817677,0.027043326205349157,0.16660395509101325,0.5943396226415094,0.3252759107331643,-63.33588372353152,0.0001953125,-30.670468234200563,19.315672643848206
